Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/31  03:00:00,0.653062693,6.314422842,0,6.029642012,0.161446513,0.161446513,0.161446513,0.055413276,0.011481007,0.059715255,0.349658642,0.260695012
 01/31  04:00:00,0.64791363,6.576650558,0,6.28648329,0.16832356,0.16832356,0.16832356,0.055413276,0.011481007,0.052611026,0.344736761,0.266420487
 01/31  05:00:00,0.651557051,6.86228263,0,6.515245491,0.174448776,0.174448776,0.174448776,0.055413276,0.011481007,0.063151709,0.331714284,0.324187396
 01/31  06:00:00,0.706049287,7.237415895,0,6.635141058,0.177659036,0.177659036,0.177659036,0.055413276,0.011481007,0.075981488,0.37016648,0.57677636
 01/31  07:00:00,0.922495096,8.392083325,0,7.314203192,0.195841246,0.195841246,0.195841246,0.127450542,0.026406311,0.129758031,0.427690967,1.048419151
 01/31  08:00:00,1.181577103,7.744630175,0,6.534576648,0.174966377,0.174966377,0.174966377,0.260442373,0.053960728,0.207405929,0.454453696,1.178749025
 01/31  09:00:00,1.126932563,7.059501568,0,5.888049552,0.157655308,0.157655308,0.157655308,0.249359726,0.051664529,0.268690649,0.38421435,1.144985869
 01/31  10:00:00,0.958275829,5.995375754,0,4.931378906,0.13204,0.13204,0.13204,0.127450542,0.026406311,0.330033496,0.326997481,1.041472017
 01/31  11:00:00,0.948412191,5.662482162,0,4.720756662,0.12640049,0.12640049,0.12640049,0.105285248,0.021813913,0.34487662,0.33468792,0.918670922
 01/31  12:00:00,0.915170288,3.700666311,0,2.868780068,0.076812942,0.076812942,0.076812942,0.105285248,0.021813913,0.361119726,0.334790459,0.808824602
 01/31  13:00:00,0.86311574,2.2274673,0,1.481647104,0.039671801,0.039671801,0.039671801,0.105285248,0.021813913,0.351845974,0.329150804,0.723147036
 01/31  14:00:00,0.824452318,1.577929424,0,0.882326911,0.02362472,0.02362472,0.02362472,0.105285248,0.021813913,0.317847783,0.340532654,0.672145328
 01/31  15:00:00,0.815423339,1.166874929,0,0.520518499,0.013937129,0.013937129,0.013937129,0.110826537,0.022962019,0.292642171,0.359707483,0.621578409
 01/31  16:00:00,0.879092381,1.174851083,0,0.5207169,0.013942441,0.013942441,0.013942441,0.138533189,0.02870251,0.302863616,0.379702625,0.627978821
 01/31  17:00:00,1.121049468,1.537865004,0,0.818029339,0.021903122,0.021903122,0.021903122,0.232735722,0.048220224,0.353720743,0.449121658,0.688898455
 01/31  18:00:00,1.585116581,2.996987606,0,2.140473368,0.057312186,0.057312186,0.057312186,0.432223571,0.08955185,0.445069937,0.545611037,0.818930472
 01/31  19:00:00,1.859230461,2.744568049,0,1.764905354,0.047256175,0.047256175,0.047256175,0.642793999,0.133179675,0.398283704,0.592368908,0.93885807
 01/31  20:00:00,1.816823505,2.93830916,0,1.937920418,0.051888735,0.051888735,0.051888735,0.681583298,0.141216379,0.315345897,0.611441197,0.958270345
 01/31  21:00:00,1.697500831,3.348437455,0,2.417765369,0.06473681,0.06473681,0.06473681,0.587380696,0.121698665,0.275874928,0.632461732,0.887105714
 01/31  22:00:00,1.565481439,3.7835581,0,2.940599949,0.078735953,0.078735953,0.078735953,0.493178163,0.102180952,0.258342283,0.617696088,0.800408893
 01/31  23:00:00,1.299305334,4.2595022,0,3.561018296,0.095347947,0.095347947,0.095347947,0.371268979,0.076922748,0.205880856,0.534536804,0.661662974
 01/31  24:00:00,1.035298842,4.719616519,0,4.175978737,0.111813804,0.111813804,0.111813804,0.254901084,0.052812636,0.135920782,0.464502536,0.511641079
 02/01  01:00:00,0.773873081,5.138902024,0,4.759566016,0.127439629,0.127439629,0.127439629,0.131374467,0.027219318,0.086281399,0.386210268,0.352732375
 02/01  02:00:00,0.676646976,5.51743096,0,5.212484146,0.139566726,0.139566726,0.139566726,0.077851551,0.016129961,0.072152813,0.355597925,0.280451875
 02/01  03:00:00,0.639291579,5.820764017,0,5.535851411,0.148225037,0.148225037,0.148225037,0.05352295,0.011089351,0.059631191,0.351475051,0.260701666
 02/01  04:00:00,0.633489135,6.059392574,0,5.769152149,0.154471774,0.154471774,0.154471774,0.05352295,0.011089351,0.052529458,0.346527601,0.266370284
 02/01  05:00:00,0.62809627,6.010033288,0,5.662910134,0.151627094,0.151627094,0.151627094,0.05352295,0.011089351,0.0630714,0.333437475,0.324154711
 02/01  06:00:00,0.682138918,6.141612447,0,5.539180331,0.14831417,0.14831417,0.14831417,0.05838867,0.012097475,0.075901179,0.372089423,0.576801179
 02/01  07:00:00,0.850198863,6.312951052,0,5.234832224,0.140165106,0.140165106,0.140165106,0.111911613,0.023186821,0.129674585,0.429912738,1.048504801
 02/01  08:00:00,1.112432856,6.728609413,0,5.518311351,0.147755393,0.147755393,0.147755393,0.223823227,0.046373655,0.207318087,0.456814494,1.17883094
 02/01  09:00:00,1.043700032,6.128171492,0,4.956521574,0.132713207,0.132713207,0.132713207,0.199494591,0.041333037,0.268600929,0.386210268,1.145046284
 02/01  10:00:00,0.929059708,6.203100805,0,5.138885672,0.137596092,0.137596092,0.137596092,0.097314473,0.020162458,0.329942516,0.328696169,1.041573289
 02/01  11:00:00,0.965606404,7.479926239,0,6.538131335,0.175061555,0.175061555,0.175061555,0.077851551,0.016129961,0.344788778,0.336426559,0.918620562
 02/01  12:00:00,0.929010527,5.392903538,0,4.560871944,0.122119501,0.122119501,0.122119501,0.077851551,0.016129961,0.361031884,0.336529631,0.808850153
 02/01  13:00:00,0.88486349,4.216339318,0,3.47032319,0.092919543,0.092919543,0.092919543,0.077851551,0.016129961,0.351753757,0.330860678,0.723225184
 02/01  14:00:00,0.841039433,3.371837663,0,2.676057354,0.0716527,0.0716527,0.0716527,0.077851551,0.016129961,0.317755566,0.342301655,0.672201268
 02/01  15:00:00,0.83871681,3.237926141,0,2.591408215,0.069386179,0.069386179,0.069386179,0.082717264,0.017138082,0.292551191,0.361576093,0.621611188
 02/01  16:00:00,0.891229427,3.416291518,0,2.762154444,0.07395799,0.07395799,0.07395799,0.097314473,0.020162458,0.302771399,0.381675106,0.627845839
 02/01  17:00:00,1.075359392,3.440481536,0,2.720547376,0.072843941,0.072843941,0.072843941,0.150837389,0.031251815,0.353623489,0.451454757,0.688836238
 02/01  18:00:00,1.457865736,4.467479617,0,3.610705996,0.096678359,0.096678359,0.096678359,0.291943351,0.060487375,0.444963272,0.54844538,0.818994615
 02/01  19:00:00,1.717161394,3.713349165,0,2.733371795,0.073187321,0.073187321,0.073187321,0.501169369,0.103836653,0.398173902,0.595446149,0.938960773
 02/01  20:00:00,1.788704402,3.546042752,0,2.545318746,0.068152112,0.068152112,0.068152112,0.642275331,0.133072213,0.315239231,0.614617515,0.958386812
 02/01  21:00:00,1.723033345,3.682911296,0,2.751912039,0.073683745,0.073683745,0.073683745,0.598483842,0.123999112,0.275771399,0.635747247,0.887206566
 02/01  22:00:00,1.573598453,3.830021333,0,2.986789914,0.079972711,0.079972711,0.079972711,0.496303655,0.102828533,0.258240655,0.620904899,0.800461126
 02/01  23:00:00,1.290035129,3.879841707,0,3.181182743,0.085177671,0.085177671,0.085177671,0.369794902,0.076617336,0.205783602,0.537313618,0.661646757
 02/01  24:00:00,1.024178093,4.083218438,0,3.539468838,0.09477095,0.09477095,0.09477095,0.257883289,0.053430515,0.135829802,0.466915536,0.51158668
 02/02  01:00:00,0.753482866,4.377316339,0,3.998040138,0.107049413,0.107049413,0.107049413,0.131374467,0.027219318,0.086281399,0.386210268,0.352672567
 02/02  02:00:00,0.652142174,4.602076217,0,4.297288294,0.115061924,0.115061924,0.115061924,0.077851551,0.016129961,0.072152813,0.355597925,0.280292984
 02/02  03:00:00,0.613139143,4.843836771,0,4.559120318,0.1220726,0.1220726,0.1220726,0.05352295,0.011089351,0.059631191,0.351475051,0.260505513
 02/02  04:00:00,0.605882002,5.028156658,0,4.738091609,0.126864641,0.126864641,0.126864641,0.05352295,0.011089351,0.052529458,0.346527601,0.266194908
 02/02  05:00:00,0.602514548,5.054438073,0,4.707493871,0.126045372,0.126045372,0.126045372,0.05352295,0.011089351,0.0630714,0.333437475,0.32397576
 02/02  06:00:00,0.659579123,5.298904077,0,4.696625824,0.125754375,0.125754375,0.125754375,0.05838867,0.012097475,0.075901179,0.372089423,0.576647316
 02/02  07:00:00,0.826153022,5.414837719,0,4.336777453,0.116119265,0.116119265,0.116119265,0.111911613,0.023186821,0.129674585,0.429912738,1.048446241
 02/02  08:00:00,1.088539473,5.836250152,0,4.625950505,0.12386201,0.12386201,0.12386201,0.223823227,0.046373655,0.207318087,0.456814494,1.178832525
 02/02  09:00:00,1.023707347,5.381529257,0,4.20984249,0.112720522,0.112720522,0.112720522,0.199494591,0.041333037,0.268600929,0.386210268,1.145083134
 02/02  10:00:00,0.89866672,5.068018193,0,4.00378009,0.107203103,0.107203103,0.107203103,0.097314473,0.020162458,0.329942516,0.328696169,1.04159626
 02/02  11:00:00,0.903075403,5.14464337,0,4.20274767,0.112530554,0.112530554,0.112530554,0.077851551,0.016129961,0.344788778,0.336426559,0.918721357
 02/02  12:00:00,0.900762123,4.337867347,0,3.505861455,0.093871097,0.093871097,0.093871097,0.077851551,0.016129961,0.361031884,0.336529631,0.808824449
 02/02  13:00:00,0.872413525,3.751297771,0,3.005346712,0.080469578,0.080469578,0.080469578,0.077851551,0.016129961,0.351753757,0.330860678,0.723160116
 02/02  14:00:00,0.844135308,3.487421218,0,2.791680908,0.074748575,0.074748575,0.074748575,0.077851551,0.016129961,0.317755566,0.342301655,0.672161269
 02/02  15:00:00,0.828053685,2.839671113,0,2.193165955,0.058723055,0.058723055,0.058723055,0.082717264,0.017138082,0.292551191,0.361576093,0.62159842
 02/02  16:00:00,0.877222775,2.893365424,0,2.239039431,0.059951339,0.059951339,0.059951339,0.097314473,0.020162458,0.302771399,0.381675106,0.628034758
 02/02  17:00:00,1.060859427,2.89900954,0,2.179008291,0.058343976,0.058343976,0.058343976,0.150837389,0.031251815,0.353623489,0.451454757,0.688903327
 02/02  18:00:00,1.437123275,3.692881473,0,2.836024573,0.075935898,0.075935898,0.075935898,0.291943351,0.060487375,0.444963272,0.54844538,0.819077894
 02/02  19:00:00,1.697677648,2.985742292,0,2.005700389,0.053703575,0.053703575,0.053703575,0.501169369,0.103836653,0.398173902,0.595446149,0.939025305
 02/02  20:00:00,1.768523975,2.792441632,0,1.791627962,0.047971685,0.047971685,0.047971685,0.642275331,0.133072213,0.315239231,0.614617515,0.958476476
 02/02  21:00:00,1.703609055,2.957566176,0,2.026461171,0.054259455,0.054259455,0.054259455,0.598483842,0.123999112,0.275771399,0.635747247,0.887312314
 02/02  22:00:00,1.553439809,3.077226759,0,2.233912702,0.059814068,0.059814068,0.059814068,0.496303655,0.102828533,0.258240655,0.620904899,0.800543763
 02/02  23:00:00,1.276256617,3.365336932,0,2.66658819,0.071399159,0.071399159,0.071399159,0.369794902,0.076617336,0.205783602,0.537313618,0.661736535
 02/02  24:00:00,1.010117185,3.558124555,0,3.014327503,0.080710043,0.080710043,0.080710043,0.257883289,0.053430515,0.135829802,0.466915536,0.511634133
 02/03  01:00:00,0.736968917,3.760532798,0,3.381283575,0.090535465,0.090535465,0.090535465,0.131374467,0.027219318,0.086281399,0.386210268,0.352645589
 02/03  02:00:00,0.636295121,4.010218624,0,3.705438652,0.09921487,0.09921487,0.09921487,0.077851551,0.016129961,0.072152813,0.355597925,0.280285032
 02/03  03:00:00,0.593412937,4.10713063,0,3.822393611,0.102346395,0.102346395,0.102346395,0.05352295,0.011089351,0.059631191,0.351475051,0.260526079
 02/03  04:00:00,0.5819064,4.132762886,0,3.842660081,0.102889039,0.102889039,0.102889039,0.05352295,0.011089351,0.052529458,0.346527601,0.266232664
 02/03  05:00:00,0.581427245,4.266920672,0,3.919933413,0.104958069,0.104958069,0.104958069,0.05352295,0.011089351,0.0630714,0.333437475,0.324018817
 02/03  06:00:00,0.64043482,4.583971575,0,3.98163178,0.106610072,0.106610072,0.106610072,0.05838867,0.012097475,0.075901179,0.372089423,0.576708859
 02/03  07:00:00,0.811600896,4.871400878,0,3.793290272,0.101567139,0.101567139,0.101567139,0.111911613,0.023186821,0.129674585,0.429912738,1.04849658
 02/03  08:00:00,1.071857369,5.213256496,0,4.00291373,0.107179906,0.107179906,0.107179906,0.223823227,0.046373655,0.207318087,0.456814494,1.178875644
 02/03  09:00:00,1.011622935,4.930253585,0,3.758518521,0.100636109,0.100636109,0.100636109,0.199494591,0.041333037,0.268600929,0.386210268,1.145131429
 02/03  10:00:00,0.893815631,4.88687005,0,3.822603498,0.102352015,0.102352015,0.102352015,0.097314473,0.020162458,0.329942516,0.328696169,1.041624708
 02/03  11:00:00,0.894433304,4.821901705,0,3.879985903,0.103888456,0.103888456,0.103888456,0.077851551,0.016129961,0.344788778,0.336426559,0.918741459
 02/03  12:00:00,0.909782955,4.674798914,0,3.842767997,0.102891929,0.102891929,0.102891929,0.077851551,0.016129961,0.361031884,0.336529631,0.808849474
 02/03  13:00:00,0.896332465,4.6446181,0,3.898662025,0.104388518,0.104388518,0.104388518,0.077851551,0.016129961,0.351753757,0.330860678,0.723165132
 02/03  14:00:00,0.874164938,4.608913951,0,3.913215903,0.104778205,0.104778205,0.104778205,0.077851551,0.016129961,0.317755566,0.342301655,0.672119007
 02/03  15:00:00,0.877158406,4.67354307,0,4.027110098,0.107827775,0.107827775,0.107827775,0.082717264,0.017138082,0.292551191,0.361576093,0.621526234
 02/03  16:00:00,0.929590974,4.849124076,0,4.194866692,0.112319537,0.112319537,0.112319537,0.097314473,0.020162458,0.302771399,0.381675106,0.62796615
 02/03  17:00:00,1.11461502,4.906704697,0,4.186651399,0.112099569,0.112099569,0.112099569,0.150837389,0.031251815,0.353623489,0.451454757,0.688955375
 02/03  18:00:00,1.502378538,6.130064595,0,5.273152921,0.141191161,0.141191161,0.141191161,0.291943351,0.060487375,0.444963272,0.54844538,0.819132668
 02/03  19:00:00,1.756660357,5.188665443,0,4.208563805,0.112686284,0.112686284,0.112686284,0.501169369,0.103836653,0.398173902,0.595446149,0.93908504
 02/03  20:00:00,1.827217144,4.984625102,0,3.983677762,0.106664854,0.106664854,0.106664854,0.642275331,0.133072213,0.315239231,0.614617515,0.958610145
 02/03  21:00:00,1.755866133,4.90937292,0,3.978138331,0.106516533,0.106516533,0.106516533,0.598483842,0.123999112,0.275771399,0.635747247,0.887441898
 02/03  22:00:00,1.601399689,4.868542102,0,4.025099759,0.107773948,0.107773948,0.107773948,0.496303655,0.102828533,0.258240655,0.620904899,0.800672049
 02/03  23:00:00,1.31879337,4.954131245,0,4.2552344,0.113935911,0.113935911,0.113935911,0.369794902,0.076617336,0.205783602,0.537313618,0.661884637
 02/03  24:00:00,1.055246854,5.243749599,0,4.699812941,0.125839712,0.125839712,0.125839712,0.257883289,0.053430515,0.135829802,0.466915536,0.511773738
 02/04  01:00:00,0.790246515,5.518932815,0,5.125563323,0.137239379,0.137239379,0.137239379,0.131374467,0.027219318,0.092855082,0.386210268,0.366765859
 02/04  02:00:00,0.686182412,5.733493904,0,5.421197997,0.145155138,0.145155138,0.145155138,0.077851551,0.016129961,0.076099837,0.355597925,0.287800968
 02/04  03:00:00,0.643795195,5.896805113,0,5.606527166,0.150117414,0.150117414,0.150117414,0.05352295,0.011089351,0.062242429,0.351475051,0.266067007
 02/04  04:00:00,0.636107881,6.112034993,0,5.815961454,0.155725116,0.155725116,0.155725116,0.05352295,0.011089351,0.053894863,0.346527601,0.272203398
 02/04  05:00:00,0.639060263,6.331705197,0,5.972627828,0.159919932,0.159919932,0.159919932,0.05352295,0.011089351,0.065742556,0.333437475,0.336108927
 02/04  06:00:00,0.700600995,6.712581285,0,6.075693144,0.162679554,0.162679554,0.162679554,0.05838867,0.012097475,0.079997872,0.372089423,0.611257205
 02/04  07:00:00,0.900056129,7.857200502,0,6.700044628,0.17939686,0.17939686,0.17939686,0.111911613,0.023186821,0.140300097,0.429912738,1.127541847
 02/04  08:00:00,1.166666009,8.059981663,0,6.753463823,0.180827184,0.180827184,0.180827184,0.223823227,0.046373655,0.228479449,0.456814494,1.275050718
 02/04  09:00:00,1.108059882,7.421074528,0,6.148752592,0.164635756,0.164635756,0.164635756,0.199494591,0.041333037,0.30103823,0.386210268,1.245718303
 02/04  10:00:00,0.992538588,6.984913775,0,5.827867783,0.156043913,0.156043913,0.156043913,0.097314473,0.020162458,0.374973575,0.328696169,1.134404148
 02/04  11:00:00,0.993715729,6.708070328,0,5.686347895,0.152254651,0.152254651,0.152254651,0.077851551,0.016129961,0.395705007,0.336426559,0.998548091
 02/04  12:00:00,0.9699377,5.027443299,0,4.129074268,0.110557914,0.110557914,0.110557914,0.077851551,0.016129961,0.413520643,0.336529631,0.875187589
 02/04  13:00:00,0.93417523,4.329854768,0,3.52639069,0.094420777,0.094420777,0.094420777,0.077851551,0.016129961,0.399564263,0.330860678,0.780673135
 02/04  14:00:00,0.902197493,4.077875907,0,3.332255961,0.089222728,0.089222728,0.089222728,0.077851551,0.016129961,0.361343599,0.342301655,0.722040905
 02/04  15:00:00,0.89729647,4.00947074,0,3.317971966,0.088840267,0.088840267,0.088840267,0.082717264,0.017138082,0.331676764,0.361576093,0.666592035
 02/04  16:00:00,0.944629477,4.07146874,0,3.372454668,0.090299067,0.090299067,0.090299067,0.097314473,0.020162458,0.339830372,0.381675106,0.672722837
 02/04  17:00:00,1.125208612,4.015708229,0,3.240848227,0.086775242,0.086775242,0.086775242,0.150837389,0.031251815,0.389541409,0.451454757,0.743762079
 02/04  18:00:00,1.505592458,4.995686949,0,4.072874929,0.10905315,0.10905315,0.10905315,0.291943351,0.060487375,0.480315202,0.54844538,0.885033014
 02/04  19:00:00,1.762909234,4.225889652,0,3.160536065,0.084624846,0.084624846,0.084624846,0.501169369,0.103836653,0.432484217,0.595446149,1.024336989
 02/04  20:00:00,1.830292831,3.915762644,0,2.819587466,0.075495786,0.075495786,0.075495786,0.642275331,0.133072213,0.349483985,0.614617515,1.053837984
 02/04  21:00:00,1.76161069,3.912825172,0,2.890918903,0.077405719,0.077405719,0.077405719,0.598483842,0.123999112,0.31062677,0.635747247,0.978113578
 02/04  22:00:00,1.60985634,3.930682501,0,3.011104315,0.080623741,0.080623741,0.080623741,0.496303655,0.102828533,0.293847512,0.620904899,0.876807893
 02/04  23:00:00,1.319617736,3.987987694,0,3.229338566,0.086467066,0.086467066,0.086467066,0.369794902,0.076617336,0.234076814,0.537313618,0.72163692
 02/04  24:00:00,1.042577534,4.227583633,0,3.646454666,0.097635546,0.097635546,0.097635546,0.257883289,0.053430515,0.151364647,0.466915536,0.548966047
 02/05  01:00:00,0.763260768,4.511005777,0,4.117710066,0.110253632,0.110253632,0.110253632,0.131374467,0.027219318,0.092855082,0.386210268,0.366692077
 02/05  02:00:00,0.664475419,4.922693559,0,4.610493611,0.123448145,0.123448145,0.123448145,0.077851551,0.016129961,0.076099837,0.355597925,0.287705009
 02/05  03:00:00,0.626451632,5.24892694,0,4.958786495,0.132773851,0.132773851,0.132773851,0.05352295,0.011089351,0.062242429,0.351475051,0.265929505
 02/05  04:00:00,0.616789807,5.390377081,0,5.094477495,0.136407042,0.136407042,0.136407042,0.05352295,0.011089351,0.053894863,0.346527601,0.272029445
 02/05  05:00:00,0.61644474,5.486958812,0,5.127992011,0.137304409,0.137304409,0.137304409,0.05352295,0.011089351,0.065742556,0.333437475,0.335998358
 02/05  06:00:00,0.673413745,5.697057093,0,5.06031424,0.135492304,0.135492304,0.135492304,0.05838867,0.012097475,0.079997872,0.372089423,0.611111916
 02/05  07:00:00,0.852865603,6.09465791,0,4.937591089,0.132206334,0.132206334,0.132206334,0.111911613,0.023186821,0.140300097,0.429912738,1.127452795
 02/05  08:00:00,1.115690456,6.156166646,0,4.849648559,0.129851631,0.129851631,0.129851631,0.223823227,0.046373655,0.228479449,0.456814494,1.275050965
 02/05  09:00:00,1.075629497,6.209870881,0,4.937555119,0.132205371,0.132205371,0.132205371,0.199494591,0.041333037,0.30103823,0.386210268,1.245712128
